,id,title,imdb_id,original_language,release_date,revenue,vote_average
2816,16642,Days of Heaven,tt0077405,en,9/13/1978,0.0,7.6
2819,3086,The Lady Eve,tt0033804,en,2/25/1941,0.0,7.5
2824,3767,Gilda,tt0038559,en,2/14/1946,0.0,7.6
2825,17352,South Pacific,tt0052225,en,3/18/1958,36800000.0,6.3
2826,535,Flashdance,tt0085549,en,4/14/1983,92921203.0,6.1
2828,1654,The Dirty Dozen,tt0061578,en,6/15/1967,45300000.0,7.5
2829,31043,Mike's Murder,tt0087722,en,3/9/1984,0.0,5.5
2830,14831,Help!,tt0059260,en,7/29/1965,0.0,6.5
2831,658,Goldfinger,tt0058150,en,9/17/1964,124881062.0,7.2
2834,5689,The Blue Lagoon,tt0080453,en,7/5/1980,58853106.0,5.8
2836,8052,Hard Eight,tt0119256,en,2/28/1996,222559.0,6.8
2841,73575,Sparrows,tt0017423,en,5/14/1926,966878.0,8.0
2844,97537,Beefcake,tt0187712,en,9/1/1998,0.0,4.6
2846,1610,Fever Pitch,tt0119114,en,4/4/1997,0.0,6.1
2848,42881,Julien Donkey-Boy,tt0192194,en,9/7/1999,0.0,7.1
2851,42196,The Bad Seed,tt0048977,en,9/12/1956,0.0,7.1
2852,36819,Time Bandits,tt0081633,en,7/13/1981,42365581.0,6.6
2865,94857,Brother Can You Spare A Dime,tt0072742,en,8/6/1975,0.0,6.0
2866,32043,The Guardian,tt0099710,en,4/27/1990,17037887.0,5.3
2867,15247,The Ipcress File,tt0059319,en,3/18/1965,0.0,6.8
2868,29251,On Any Sunday,tt0067527,en,7/28/1971,0.0,6.9
2869,5548,RoboCop,tt0093870,en,7/17/1987,53000000.0,7.1
2870,5549,RoboCop 2,tt0100502,en,6/22/1990,45681173.0,5.6
2871,856,Who Framed Roger Rabbit,tt0096438,en,6/21/1988,329803958.0,7.2
2872,38772,Melvin and Howard,tt0081150,en,9/19/1980,0.0,6.8
2873,699,For Your Eyes Only,tt0082398,en,6/23/1981,195312802.0,6.3
2874,709,Licence to Kill,tt0097742,en,7/7/1989,156167015.0,5.9
2875,253,Live and Let Die,tt0070328,en,7/5/1973,161777836.0,6.4
2881,492,Being John Malkovich,tt0120601,en,9/30/1999,22863596.0,7.3
2896,51371,Battling Butler,tt0016630,en,9/19/1926,0.0,5.7
2898,31361,Bustin' Loose,tt0082121,en,5/22/1981,0.0,5.7
2901,16288,Creepshow 2,tt0092796,en,5/1/1987,14000000.0,5.9
2903,476,Drugstore Cowboy,tt0097240,en,9/9/1989,4729352.0,7.0
2904,37094,Falling Down,tt0106856,en,2/26/1993,40903593.0,7.2
2905,13555,The Funhouse,tt0082427,en,3/13/1981,0.0,5.8
2908,24831,Piranha,tt0078087,en,8/3/1978,0.0,5.7
2911,25560,The Taming of the Shrew,tt0061407,en,3/7/1967,0.0,6.9
2912,21610,Nighthawks,tt0082817,en,3/17/1981,19905359.0,6.4
2914,11510,Repossessed,tt0100475,en,9/14/1990,1382462.0,4.5
2915,11234,The Omega Man,tt0067525,en,8/1/1971,0.0,6.0
2916,957,Spaceballs,tt0094012,en,6/24/1987,38119483.0,6.7
2918,37853,Mister Roberts,tt0048380,en,7/13/1955,0.0,7.3
2922,1621,Trading Places,tt0086465,en,6/7/1983,90400000.0,7.1
2923,14035,Meatballs,tt0079540,en,6/28/1979,0.0,5.9
2924,40771,Meatballs Part II,tt0087700,en,7/27/1984,0.0,3.5
2926,40773,Meatballs 4,tt0104837,en,3/6/1992,0.0,3.3
2927,11498,Dead Again,tt0101669,en,8/23/1991,38016380.0,6.7
2928,11790,Peter's Friends,tt0105130,en,9/18/1992,0.0,6.7
2929,29371,The Incredibly True Adventure of Two Girls In Love,tt0113416,en,6/16/1995,0.0,5.7
2931,47941,Under the Rainbow,tt0083254,en,7/31/1981,2297493.0,4.9
2941,37426,The Ape,tt0032215,en,9/30/1940,0.0,5.3
2943,11663,The Commitments,tt0101605,en,8/14/1991,0.0,7.4
2944,13485,Holiday Inn,tt0034862,en,8/4/1942,0.0,7.1
2945,9289,The Longest Day,tt0056197,en,9/25/1962,50100000.0,7.3
2946,9264,Poison Ivy,tt0105156,en,5/8/1992,0.0,5.2
2948,124853,Ten Benny,tt0114008,en,4/9/1995,0.0,10.0
2951,24226,The Verdict,tt0084855,en,12/8/1982,53977250.0,7.4
2953,11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,tt0086856,en,8/15/1984,0.0,6.3
2954,29154,Stand and Deliver,tt0094027,en,3/11/1988,13994920.0,7.3
2957,11943,Jeremiah Johnson,tt0068762,en,9/10/1972,0.0,7.5
2958,11481,Repulsion,tt0059646,en,6/1/1965,0.0,7.5
2959,2690,Irma la Douce,tt0057187,en,6/4/1963,0.0,7.1
2960,20565,42 Up,tt0164312,en,7/28/1998,0.0,6.6
2973,24276,Matewan,tt0093509,en,8/28/1987,1680358.0,7.2
2976,29005,McCabe & Mrs. Miller,tt0067411,en,6/24/1971,0.0,7.3
2977,26371,Maurice,tt0093512,en,9/18/1987,0.0,7.1
2978,596,The Grapes of Wrath,tt0032551,en,3/15/1940,0.0,7.8
2981,11393,The Natural,tt0087781,en,5/11/1984,47951979.0,7.0
2982,31121,Shampoo,tt0073692,en,3/13/1975,0.0,6.3
2984,10998,Fatal Attraction,tt0093010,en,9/11/1987,320145693.0,6.6
2986,36094,Stanley & Iris,tt0100680,en,2/9/1990,5820015.0,5.7
2987,9013,Midnight Run,tt0095631,en,7/20/1988,38413606.0,7.2
2989,59820,Come See the Paradise,tt0099291,en,8/17/1990,0.0,6.1
2990,2924,Backdraft,tt0101393,en,5/24/1991,152368585.0,6.4
2991,177,The Fisher King,tt0101889,en,9/9/1991,41895491.0,7.2
2993,42087,Country,tt0087091,en,9/29/1984,0.0,6.3
2994,13681,Places in the Heart,tt0087921,en,9/11/1984,0.0,7.1
2995,34760,"'night, Mother",tt0090556,en,9/12/1986,442000.0,5.8
2999,125520,Miss Julie,tt0189744,en,9/12/1999,0.0,6.3
3003,10411,The Distinguished Gentleman,tt0104114,en,12/4/1992,46434570.0,5.7
3009,78256,The End of the Affair,tt0048034,en,2/23/1955,0.0,6.3
3010,13787,Holy Smoke!,tt0144715,en,9/4/1999,0.0,5.3
3011,54933,A Map of the World,tt0160513,en,9/13/1999,0.0,6.4
3014,41638,Broadway Damage,tt0118780,en,8/26/1997,0.0,6.0
3015,70801,Daddy-Long-Legs,tt0010040,en,5/11/1919,0.0,7.4
3019,5652,The James Dean Story,tt0050558,en,8/13/1957,0.0,6.2
3020,19664,The Sea Wolves,tt0081470,en,7/3/1980,0.0,5.7
3021,32331,Stealing Home,tt0096171,en,8/26/1988,7467504.0,5.9
3022,76083,Tarzan the Fearless,tt0024645,en,8/11/1933,0.0,2.8
3023,32628,Three Ages,tt0014538,en,9/24/1923,0.0,7.2
3024,32669,The Two Jakes,tt0100828,en,8/10/1990,10000000.0,6.2
3027,33666,The Glass Bottom Boat,tt0060463,en,6/9/1966,0.0,4.8
3033,42739,The War Zone,tt0141974,en,6/11/1999,0.0,7.2
3036,15515,The 7th Voyage of Sinbad,tt0051337,en,12/5/1958,0.0,6.8
3037,75888,Blood on the Sun,tt0037547,en,4/26/1945,0.0,5.1
3043,334,Magnolia,tt0175880,en,12/8/1999,48451803.0,7.5
3045,50116,Simpatico,tt0174204,en,9/15/1999,929606.0,5.3
3046,46435,Topsy-Turvy,tt0151568,en,9/3/1999,0.0,6.7
3047,94260,The Alley Cats,tt0064006,en,9/12/1966,0.0,2.5
3048,22213,Boiling Point,tt0106455,en,4/16/1993,0.0,4.6
3049,47070,Brenda Starr,tt0096978,en,5/15/1989,0.0,5.1
3051,624,Easy Rider,tt0064276,en,5/7/1969,0.0,7.0
3053,415072,Hi-Yo Silver,tt0032590,en,4/10/1940,0.0,0.0
3061,10400,The Hurricane,tt0174856,en,9/17/1999,73956241.0,7.2
3066,36773,The Third Miracle,tt0174268,en,9/13/1999,0.0,6.1
3070,104878,Trans,tt0169333,en,9/11/1998,0.0,0.0
3074,125317,The Quarry,tt0169156,en,9/9/1998,0.0,2.5
3075,48233,The Terrorist,tt0169302,en,9/12/1998,140021.0,8.1
3078,632,Stalag 17,tt0046359,en,5/29/1953,0.0,7.6
3079,11851,The Presidio,tt0095897,en,6/10/1988,20324096.0,5.7
3083,26617,Five Easy Pieces,tt0065724,en,9/12/1970,0.0,7.2
3085,10493,Dead Calm,tt0097162,en,4/7/1989,7825000.0,6.6
3088,22160,Against All Odds,tt0086859,en,3/2/1984,0.0,5.7
3089,4460,The Snows of Kilimanjaro,tt0045162,en,8/18/1952,0.0,6.1
3090,9644,National Lampoon's Loaded Weapon 1,tt0107659,en,2/4/1993,0.0,5.7
3091,43455,The Loves of Carmen,tt0040552,en,8/23/1948,0.0,8.0
3092,13342,Fast Times at Ridgemont High,tt0083929,en,8/13/1982,27092880.0,7.0
3096,14040,American Flyers,tt0088707,en,8/16/1985,1400000.0,6.1
3099,22692,A Star Is Born,tt0029606,en,4/27/1937,0.0,6.3
3100,47620,Poison,tt0102687,en,4/5/1991,609524.0,6.4
3101,2990,Pacific Heights,tt0100318,en,9/28/1990,29381956.0,6.0
3102,38775,Night Tide,tt0055230,en,8/15/1961,0.0,6.2
3108,123277,Hellhounds on My Trail: The Afterlife of Robert Johnson,tt0197544,en,2/28/2000,0.0,0.0
3113,51392,The Saphead,tt0011652,en,9/1/1920,0.0,6.4
3114,32600,Seven Chances,tt0016332,en,3/11/1925,0.0,7.3
3117,13005,Where the Buffalo Roam,tt0081748,en,4/25/1980,6659377.0,6.1
3120,18681,Eye of the Beholder,tt0120662,en,9/4/1999,0.0,5.3
3125,10406,Encino Man,tt0104187,en,5/22/1992,40693477.0,5.6
3129,2005,Sister Act,tt0105417,en,5/28/1992,231605150.0,6.5
3130,6279,Sister Act 2: Back in the Habit,tt0108147,en,12/9/1993,57319029.0,5.9
3133,24735,Agnes of God,tt0088683,en,8/21/1985,0.0,6.2
3135,8872,Wayne's World,tt0105793,en,2/14/1992,121697323.0,6.5
3137,11287,A League of Their Own,tt0104694,en,7/1/1992,107458785.0,6.8
3138,9869,Patriot Games,tt0105112,en,6/4/1992,178051587.0,6.4
3140,9374,Death Becomes Her,tt0104070,en,7/30/1992,149022650.0,6.3
3141,11259,Far and Away,tt0104231,en,5/22/1992,137783840.0,6.3
3142,8293,Howards End,tt0104454,en,3/13/1992,25966555.0,7.0
3143,11068,Singles,tt0105415,en,9/18/1992,18472850.0,6.6
3144,1923,Twin Peaks: Fire Walk with Me,tt0105665,en,6/3/1992,4160851.0,7.3
3145,10158,White Men Can't Jump,tt0105812,en,3/26/1992,90753806.0,6.2
3146,10206,Buffy the Vampire Slayer,tt0103893,en,7/24/1992,16624456.0,5.3
3150,9876,Stop! Or My Mom Will Shoot,tt0105477,en,2/21/1992,70611210.0,4.6
3152,16562,The Cutting Edge,tt0104040,en,3/27/1992,25105517.0,6.6
3153,9609,Of Mice and Men,tt0105046,en,9/16/1992,5471088.0,7.1
3154,12143,Bad Lieutenant,tt0103759,en,9/16/1992,2019469.0,6.9
3155,4234,Scream 3,tt0134084,en,2/3/2000,161834276.0,5.7
3156,9605,Single White Female,tt0105414,en,8/14/1992,48017402.0,6.0
3158,29076,Gun Shy,tt0171356,en,2/4/2000,1631839.0,5.4
3160,49477,Gendernauts: A Journey Through Shifting Identities,tt0192069,en,6/12/1999,0.0,10.0
3161,121940,Knockout,tt0143344,en,2/4/2000,0.0,0.0
3162,28156,The Baby,tt0069754,en,3/1/1973,0.0,6.1
3163,113096,The Brandon Teena Story,tt0144801,en,9/23/1998,0.0,7.3
3166,27841,They Might Be Giants,tt0067848,en,6/9/1971,0.0,7.3
3167,1907,The Beach,tt0163978,en,2/11/2000,144056873.0,6.3
3168,15489,Snow Day,tt0184907,en,2/11/2000,0.0,4.8
3169,15655,The Tigger Movie,tt0220099,en,2/11/2000,45554533.0,6.3
3173,77908,Trois,tt0217107,en,2/11/2000,1160268.0,4.5
3174,22342,The Big Combo,tt0047878,en,2/15/1955,0.0,7.2
3175,96484,Conceiving Ada,tt0118882,en,2/19/1999,0.0,0.0
3177,62463,Raining Stones,tt0107920,en,9/9/1993,0.0,5.7
3178,25934,"To Sir, with Love",tt0062376,en,6/14/1967,0.0,7.6
3179,101383,With Byrd at the South Pole,tt0020594,en,6/28/1930,0.0,7.5
3180,14181,Boiler Room,tt0181984,en,2/18/2000,28780255.0,6.5
3181,10385,Hanging Up,tt0162983,en,2/16/2000,36037909.0,5.0
3182,2787,Pitch Black,tt0134847,en,2/18/2000,53187659.0,6.7
3183,2069,The Whole Nine Yards,tt0190138,en,2/18/2000,106371651.0,6.3
3184,61416,Beautiful People,tt0159272,en,9/16/1999,0.0,6.0
3185,79515,Black Tar Heroin: The Dark End of the Street,tt0221023,en,3/17/2000,0.0,7.1
3186,14839,Blue Collar,tt0077248,en,2/10/1978,6521083.0,7.2
3193,18264,The Man from Laramie,tt0048342,en,8/31/1955,0.0,6.8
3194,291861,The Wild McCullochs,tt0073902,en,5/21/1975,0.0,0.0
3196,43368,The Big Trees,tt0044420,en,2/5/1952,0.0,5.2
3197,127602,Happy Go Lovely,tt0043618,en,3/6/1951,0.0,5.0
3198,2155,Reindeer Games,tt0184858,en,2/25/2000,32168970.0,5.3
3199,11004,Wonder Boys,tt0185014,en,2/22/2000,0.0,6.9
3200,25212,Deterrence,tt0158583,en,3/10/2000,0.0,6.1
3203,210307,The Waiting Game,tt0235872,en,3/25/1999,0.0,0.0
3204,47816,3 Strikes,tt0199290,en,3/1/2000,9000000.0,5.9
3205,20682,Chain of Fools,tt0194368,en,9/22/2000,0.0,5.9
3206,25166,Drowning Mona,tt0186045,en,3/3/2000,15427192.0,5.4
3207,1831,The Next Best Thing,tt0156841,en,3/3/2000,24362772.0,4.3
3208,10416,What Planet Are You From?,tt0181151,en,3/3/2000,0.0,5.4
3210,4816,Ghost Dog: The Way of the Samurai,tt0165798,en,9/13/1999,0.0,7.2
3213,2193,My Tutor,tt0085980,en,3/4/1983,22587000.0,5.8
3215,54575,The Killing of Sister George,tt0063185,en,9/1/1968,0.0,6.2
3216,11016,Key Largo,tt0040506,en,7/31/1948,0.0,7.6
3218,54195,It Happened Here,tt0055024,en,5/1/1966,0.0,5.3
3222,36489,Bride of the Monster,tt0047898,en,5/11/1955,0.0,4.2
3225,61651,And God Created Woman,tt0092559,en,3/4/1988,0.0,3.8
3226,28172,Blood Feast,tt0056875,en,6/6/1963,4000000.0,5.3
3231,149687,The Perils of Pauline,tt0039698,en,7/4/1947,0.0,8.0
3232,29478,A Raisin in the Sun,tt0055353,en,5/28/1961,0.0,7.1
3233,28177,Two Thousand Maniacs!,tt0058694,en,3/20/1964,0.0,6.2
3236,2067,Mission to Mars,tt0183523,en,3/10/2000,60874615.0,5.7
3237,622,The Ninth Gate,tt0142688,en,8/24/1999,58401898.0,6.3
3238,110666,Condo Painting,tt0154352,en,3/17/2000,0.0,0.0
3240,12186,Defending Your Life,tt0101698,en,3/22/1991,0.0,6.5
3241,20283,Breaking Away,tt0078902,en,5/24/1979,20000000.0,7.4
3243,287,Bull Durham,tt0094812,en,6/15/1988,50888000.0,6.6
3244,968,Dog Day Afternoon,tt0072890,en,8/11/1975,46665856.0,7.6
3245,838,American Graffiti,tt0069704,en,8/1/1973,140000000.0,6.9
3246,16958,The Asphalt Jungle,tt0042208,en,5/22/1950,0.0,7.5
3247,3114,The Searchers,tt0049730,en,3/13/1956,0.0,7.7
3248,31938,The Devil's Brigade,tt0062886,en,5/15/1968,0.0,6.4
3249,12501,The Big Country,tt0051411,en,9/30/1958,0.0,7.8
3251,31618,Betrayed,tt0094731,en,8/26/1988,0.0,5.6
3252,42232,Bound for Glory,tt0074235,en,12/5/1976,0.0,7.0
3253,15873,The Bridge at Remagen,tt0064110,en,6/25/1969,0.0,6.2
3254,26928,Buck and the Preacher,tt0068323,en,3/17/1972,0.0,5.0
3255,68427,Daughters of the Dust,tt0104057,en,9/10/1991,0.0,6.8
3256,25392,Destination Moon,tt0042393,en,6/26/1950,0.0,6.1
3258,22178,Hangmen Also Die!,tt0035966,en,4/15/1943,0.0,6.8
3261,43463,Railroaded!,tt0039748,en,9/25/1947,0.0,6.6
3263,159727,Song of Freedom,tt0028282,en,8/16/1936,0.0,0.0
3264,244151,Big Fella,tt0028629,en,7/17/1937,0.0,8.0
3266,19259,Volunteers,tt0090274,en,8/16/1985,0.0,5.6
3268,11718,Who's Harry Crumb?,tt0098645,en,2/3/1989,0.0,5.5
3269,8989,Harry and the Hendersons,tt0093148,en,6/5/1987,49998613.0,5.6
3271,58048,Shanghai Surprise,tt0091934,en,8/29/1986,0.0,2.9
3272,26827,Who's That Girl,tt0094321,en,8/7/1987,7305209.0,5.2
3273,11157,She-Devil,tt0098309,en,12/8/1989,0.0,5.4
3275,918,Blind Date,tt0092666,en,3/27/1987,39321715.0,5.6
3276,61178,Nadine,tt0093596,en,8/7/1987,5669831.0,5.5
3277,11176,The Muppet Movie,tt0079588,en,5/31/1979,76657000.0,7.0
3278,14900,The Great Muppet Caper,tt0082474,en,6/26/1981,0.0,6.9
3279,11899,The Muppets Take Manhattan,tt0087755,en,7/13/1984,0.0,6.5
3280,36536,Sesame Street Presents Follow That Bird,tt0089994,en,8/2/1985,0.0,6.5
3282,19736,Baby: Secret of the Lost Legend,tt0088760,en,3/22/1985,0.0,5.3
3283,123047,Turtle Diary,tt0090219,en,9/10/1985,0.0,8.3
3285,16535,Titanic,tt0046435,en,4/11/1953,4905000.0,6.2
3287,23928,Captain Horatio Hornblower R.N.,tt0043379,en,4/10/1951,0.0,6.5
3289,462,Erin Brockovich,tt0195685,en,3/17/2000,256271286.0,7.1
3290,9532,Final Destination,tt0195714,en,3/16/2000,53302314.0,6.4
3292,78231,Babymother,tt0168475,en,9/11/1998,0.0,3.0
3294,25503,Impact,tt0041503,en,3/20/1949,0.0,5.8
3295,53879,Love Is a Many-Splendored Thing,tt0048316,en,8/18/1955,0.0,5.8
3297,11570,The Crimson Pirate,tt0044517,en,9/27/1952,0.0,6.9
3298,1541,Thelma & Louise,tt0103074,en,5/24/1991,45361000.0,7.2
3299,150043,Something For Everyone,tt0066392,en,7/22/1970,0.0,7.1
3301,8469,Animal House,tt0077975,en,7/27/1978,141000000.0,7.0
3302,27995,She's Gotta Have It,tt0091939,en,8/8/1986,0.0,6.2
3303,36739,School Daze,tt0096054,en,2/12/1988,0.0,6.1
3304,925,Do the Right Thing,tt0097216,en,6/30/1989,37295445.0,7.6
3305,41823,Mo' Better Blues,tt0100168,en,8/3/1990,16153593.0,6.3
3306,1713,Jungle Fever,tt0102175,en,6/7/1991,32482682.0,6.0
3308,30547,The Champ,tt0078950,en,7/10/1979,0.0,6.7
3309,54825,Creature Comforts,tt0099317,en,7/15/1989,0.0,7.3
3310,13939,Death Wish,tt0071402,en,7/24/1974,22000000.0,7.0
3311,14373,Death Wish 2,tt0082250,en,2/20/1982,45000000.0,6.1
3313,26263,Death Wish 4: The Crackdown,tt0092857,en,6/11/1987,0.0,5.6
3315,996,Double Indemnity,tt0036775,en,4/24/1944,2500000.0,8.0
3316,9079,Dying Young,tt0101787,en,6/20/1991,0.0,5.8
3318,1498,Teenage Mutant Ninja Turtles,tt0100758,en,3/30/1990,202000000.0,6.5
3319,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,tt0103060,en,3/22/1991,78000000.0,5.8
3320,1499,Teenage Mutant Ninja Turtles III,tt0108308,en,3/17/1993,42000000.0,5.1
3321,1880,Red Dawn,tt0087985,en,8/10/1984,38376497.0,6.4
3322,33762,Band of the Hand,tt0090693,en,4/11/1986,4865912.0,6.9
3323,103960,Born American,tt0091313,en,8/30/1986,0.0,3.6
3324,11690,Bloodsport,tt0092675,en,2/26/1988,11806119.0,6.6
3325,29143,Eyes of Laura Mars,tt0077530,en,8/2/1978,20000000.0,5.7
3326,35292,Funny Bones,tt0113133,en,9/20/1995,0.0,6.8
3327,36652,The Good Earth,tt0028944,en,8/6/1937,0.0,5.7
3332,2085,Romeo Must Die,tt0165929,en,3/20/2000,91036760.0,6.0
3333,13539,Here On Earth,tt0195778,en,3/23/2000,0.0,5.4
3334,16222,Whatever It Takes,tt0202402,en,3/31/2000,9902115.0,5.1
3335,109479,Buddy Boy,tt0146516,en,9/5/1999,0.0,6.0
3337,37722,Waking the Dead,tt0127349,en,3/23/2000,327418.0,6.5
3340,99008,Hillbillys in a Haunted House,tt0061765,en,5/1/1967,0.0,1.5
3341,9960,Lord of the Flies,tt0057261,en,8/13/1963,0.0,6.6
3342,3082,Modern Times,tt0027977,en,2/5/1936,8500000.0,8.1
3343,49338,National Lampoon's Last Resort,tt0110629,en,4/29/1994,0.0,4.6
3344,2102,Solar Crisis,tt0100649,en,7/14/1990,0.0,4.4
3346,12187,Heart and Souls,tt0107091,en,8/13/1993,16589540.0,6.6
3347,24748,Hud,tt0057163,en,5/29/1963,10000000.0,7.4
3348,990,The Hustler,tt0054997,en,9/25/1961,7600000.0,7.6
3349,1908,Inherit the Wind,tt0053946,en,6/24/1960,0.0,7.6
3352,39890,The City of the Dead,tt0053719,en,9/9/1960,0.0,6.5
3355,25673,A Place in the Sun,tt0043924,en,6/12/1951,0.0,6.9
3357,13531,Empire Records,tt0112950,en,9/22/1995,0.0,6.6
3358,16620,La Bamba,tt0093378,en,7/24/1987,54215416.0,6.8
3359,526,Ladyhawke,tt0089457,en,3/27/1985,18432000.0,6.8
3360,13346,Lucas,tt0091445,en,3/28/1986,8200000.0,6.4
3361,243,High Fidelity,tt0146882,en,3/17/2000,47126295.0,7.0
3362,10501,The Road to El Dorado,tt0138749,en,3/31/2000,76432727.0,7.0
3363,11478,The Skulls,tt0192614,en,3/31/2000,35007180.0,5.7
3365,24212,Devil Girl from Mars,tt0046907,en,5/1/1954,0.0,4.0
3367,41038,The Hideous Sun Demon,tt0052888,en,8/28/1958,0.0,5.7
3369,32613,Horror Express,tt0068713,en,9/30/1972,0.0,6.2
3371,85689,The Son of the Sheik,tt0017416,en,9/5/1926,0.0,4.7
3373,17529,True Grit,tt0065126,en,6/11/1969,14250000.0,7.3
3374,40841,Roadside Prophets,tt0105267,en,3/27/1992,157645.0,6.8
3376,1793,Max Dugan Returns,tt0085919,en,3/25/1983,0.0,6.3
3377,11327,Midnight Express,tt0077928,en,9/12/1978,35000000.0,7.6
3379,54087,Mr. Saturday Night,tt0104928,en,9/23/1992,13300000.0,5.2
3384,10083,No Way Out,tt0093640,en,8/14/1987,35509515.0,6.9
3385,29786,North Dallas Forty,tt0079640,en,8/3/1979,26079312.0,6.2
3386,11356,The Odd Couple,tt0063374,en,2/7/1968,44527234.0,7.5
3387,10747,The Outlaw Josey Wales,tt0075029,en,6/30/1976,31800000.0,7.4
3388,38809,Black and White,tt0165643,en,9/4/1999,5241315.0,4.6
3389,10559,Frequency,tt0186151,en,4/28/2000,68106245.0,7.0
3390,20697,Ready to Rumble,tt0217756,en,4/7/2000,12372410.0,4.7
3391,2621,Return to Me,tt0122459,en,4/7/2000,36609995.0,6.1
3392,10479,Rules of Engagement,tt0160797,en,4/7/2000,71000000.0,6.0
3394,49721,Me Myself I,tt0183503,en,4/20/2000,369975.0,5.9
3396,184885,The Bells,tt0016640,en,7/29/1926,0.0,7.0
3397,46625,The End of Violence,tt0119062,en,9/12/1997,0.0,5.1
3399,26879,How to Stuff a Wild Bikini,tt0059287,en,7/14/1965,0.0,6.6
3400,11305,Mystery Train,tt0097940,en,9/6/1989,0.0,7.0
3401,48211,Sacco & Vanzetti,tt0067698,en,3/16/1971,0.0,6.8
3402,28975,Taffin,tt0096211,en,2/26/1988,0.0,6.4
3403,13665,Arthur,tt0082031,en,7/17/1981,95461682.0,6.5
3404,12309,Bachelor Party,tt0086927,en,6/29/1984,38435947.0,5.8
3405,1552,Parenthood,tt0098067,en,7/31/1989,126297830.0,6.4
3406,106,Predator,tt0093773,en,6/11/1987,98235548.0,7.3
3408,11027,The Postman Always Rings Twice,tt0082934,en,3/20/1981,0.0,6.4
3410,123757,All the Vermeers in New York,tt0099014,en,9/11/1990,0.0,0.0
3412,10468,28 Days,tt0191754,en,4/6/2000,0.0,6.0
3413,1359,American Psycho,tt0144084,en,4/13/2000,34266564.0,7.3
3414,4967,Keeping the Faith,tt0171433,en,4/14/2000,37036004.0,5.9
3415,31776,Where the Money is,tt0149367,en,4/14/2000,0.0,5.5
3416,10557,East Is East,tt0166175,en,5/14/1999,28200000.0,6.5
3417,27745,The Filth and the Fury,tt0236216,en,3/29/2000,0.0,7.3
3419,46686,Third World Cop,tt0179063,en,9/14/1999,40717.0,0.0
3421,13776,Diner,tt0083833,en,4/2/1982,0.0,6.9
3422,26291,Shakes the Clown,tt0102898,en,3/13/1991,0.0,5.5
3423,10784,Cabaret,tt0068327,en,2/13/1972,0.0,7.4
3425,27857,Prick Up Your Ears,tt0093776,en,4/17/1987,0.0,6.1
3428,11654,The Hunger,tt0085701,en,4/29/1983,5979292.0,6.4
3430,11977,Caddyshack,tt0080487,en,7/25/1980,39846344.0,6.7
3431,18041,Gossip,tt0176783,en,4/21/2000,5108820.0,5.6
3432,14736,Love & Basketball,tt0199725,en,4/21/2000,27728118.0,7.5
3433,3536,U-571,tt0141926,en,4/20/2000,127666415.0,6.1
3434,1443,The Virgin Suicides,tt0159097,en,4/21/1999,10409377.0,7.1
3439,310431,Stacy's Knights,tt0084723,en,6/1/1983,0.0,0.0
3442,889,The Flintstones in Viva Rock Vegas,tt0158622,en,4/28/2000,59468275.0,4.4
3443,10564,Where the Heart Is,tt0198021,en,4/27/2000,33771174.0,6.9
3444,15723,The Big Kahuna,tt0189584,en,4/28/2000,3728888.0,6.8
3446,125537,Smiling Fish & Goat On Fire,tt0162348,en,9/16/1999,0.0,7.0
3448,68170,The Last September,tt0180793,en,4/28/2000,0.0,8.0
3449,36234,Timecode,tt0220100,en,3/22/2000,0.0,5.9
3453,31978,Defying Gravity,tt0156460,en,7/9/1997,0.0,4.8
3455,5241,Two Moon Junction,tt0096324,en,4/29/1988,1547397.0,5.0
3456,98,Gladiator,tt0172495,en,5/1/2000,457640427.0,7.9
3457,21311,I Dreamed of Africa,tt0167203,en,5/5/2000,0.0,5.3
3458,47724,Up at the Villa,tt0153464,en,4/14/2000,0.0,6.2
3459,11129,Human Traffic,tt0188674,en,6/4/1999,4000000.0,6.8
3461,117781,Black Tights,tt0053726,en,2/20/1962,0.0,5.0
3462,1058,Breathless,tt0085276,en,5/13/1983,19910002.0,5.6
3463,37112,The Great Locomotive Chase,tt0049279,en,6/8/1956,0.0,5.2
3465,16395,Inferno,tt0080923,en,2/7/1980,0.0,6.6
3468,38925,The Lords of Flatbush,tt0071772,en,5/1/1974,4000000.0,5.7
3469,13105,Mr. Mom,tt0085970,en,7/22/1983,64783827.0,6.5
3471,5491,Battlefield Earth,tt0185183,en,5/10/2000,21400000.0,3.0
3472,10560,Center Stage,tt0210616,en,5/12/2000,17200925.0,6.8
3474,19419,Screwed,tt0156323,en,5/12/2000,0.0,4.9
3475,23531,Whipped,tt0174336,en,9/1/2000,0.0,3.1
3476,10688,Hamlet,tt0171359,en,5/12/2000,1568749.0,6.0
3477,17889,Anchors Aweigh,tt0037514,en,7/14/1945,0.0,6.3
3479,80351,The Castaway Cowboy,tt0071288,en,8/1/1974,0.0,6.1
3481,205054,The Gay Deceivers,tt0064363,en,7/30/1969,0.0,5.0
3483,18644,King Creole,tt0051818,en,7/2/1958,0.0,6.5
3484,31516,On the Town,tt0041716,en,12/8/1949,0.0,6.9
3485,45827,One Little Indian,tt0070481,en,6/20/1973,0.0,6.9
3486,5683,Pee-wee's Big Adventure,tt0089791,en,7/26/1985,40940662.0,6.6
