,id,title,imdb_id,original_language,release_date,revenue,vote_average
40030,343010,The American Side,tt3093286,en,4/14/2016,0.0,4.8
40033,181553,"Me, Natalie",tt0064651,en,7/13/1969,0.0,7.0
40041,382399,High Strung,tt3451230,en,4/8/2016,53447.0,7.1
40052,347126,God's Not Dead 2,tt4824308,en,4/1/2016,23507567.0,5.6
40059,260240,Catatan (Harian) Si Boy,tt2015332,en,7/1/2011,0.0,6.0
40063,384573,The First Monday in May,tt5519566,en,4/15/2016,0.0,7.6
40064,137072,The Comedian,tt1656194,en,5/31/2013,0.0,3.7
40065,206328,You Lucky Dog,tt0153992,en,6/27/1998,0.0,4.8
40067,110130,Hologram Man,tt0113318,en,6/27/1995,0.0,4.0
40068,378195,Lady Day at Emerson's Bar & Grill,tt4305154,en,3/12/2016,0.0,6.7
40072,146893,Death of a Shadow,tt2312702,en,6/4/2012,0.0,7.5
40073,346564,In Search of the Ultra-Sex,tt4875550,en,9/28/2015,0.0,8.0
40075,407518,Chosen,tt4082524,en,8/8/2016,0.0,3.4
40076,331583,The Whole Truth,tt3503406,en,3/25/2016,0.0,6.3
40078,267800,Sundown,tt2381213,en,5/16/2016,0.0,5.9
40079,340485,American Honey,tt3721936,en,9/30/2016,1751330.0,6.5
40085,403936,Deon Cole: Cole-Blooded Seminar,tt5738064,en,6/25/2016,0.0,8.3
40088,231145,Tom Papa: Freaked Out,tt2769276,en,4/16/2013,0.0,0.0
40093,378450,Out of Love,tt4268722,en,8/11/2016,0.0,4.8
40096,21799,Cutting Class,tt0097136,en,7/1/1989,0.0,5.4
40097,78715,Toomelah,tt1905071,en,5/16/2011,0.0,6.4
40098,86970,1st to Die,tt0252133,en,2/23/2003,0.0,3.0
40099,218408,Trapped in a Purple Haze,tt0200992,en,4/17/2000,0.0,0.0
40100,63877,The Ranch,tt0329913,en,7/5/2004,0.0,1.3
40101,42944,Say Goodnight,tt0834899,en,7/22/2008,0.0,5.0
40113,2324,Local Color,tt0472126,en,9/19/2006,32788.0,6.1
40114,374617,Imperium,tt4781612,en,8/19/2016,35000.0,6.3
40116,378503,The Wounded Angel,tt4729794,en,2/11/2016,0.0,7.3
40118,278738,The Greggs,tt3168710,en,6/26/2014,0.0,0.0
40119,205361,Boycott,tt0255851,en,2/24/2001,0.0,5.8
40120,339792,David Brent: Life on the Road,tt3137630,en,8/19/2016,0.0,6.0
40122,28340,The Invisible Maniac,tt0099856,en,7/13/1990,0.0,4.0
40123,39449,Steel Frontier,tt0114537,en,3/28/1995,0.0,6.3
40125,270851,Blood Lake,tt3723790,en,5/25/2014,0.0,4.0
40128,47325,Casanegra,tt1364478,en,5/9/2009,0.0,5.5
40129,134908,Horses of God,tt2369047,en,2/13/2013,0.0,7.5
40131,261581,Louis C.K.: One Night Stand,tt0666194,en,8/19/2005,0.0,7.3
40132,407897,Vintage Tomorrows,tt2091476,en,7/19/2016,0.0,0.0
40140,381034,I Am Not a Serial Killer,tt4303340,en,8/26/2016,0.0,6.2
40141,247488,"Cheating Death, Stealing Life: The Eddie Guerrero Story",tt0471614,en,5/26/2004,0.0,0.0
40144,287603,Eddie Pepitone: In Ruins,tt3974972,en,8/7/2014,0.0,0.0
40147,142966,"Dave Attell: Hey, Your Mouth's Not Pregnant!",tt2047709,en,4/20/2006,0.0,7.0
40148,347105,The Best of Insomniac with Dave Attell Volume 1,tt0292805,en,2/4/2003,0.0,9.0
40149,336736,Chris D'Elia: Incorrigible,tt4624852,en,4/17/2015,0.0,4.9
40163,287982,VHS Massacre: Cult Films and the Decline of Physical Media,tt3319212,en,6/20/2016,0.0,5.4
40169,197528,s/y Glädjen,tt0098241,en,5/30/1989,0.0,5.0
40170,128900,Hip hip hurra!,tt0093194,en,9/4/1987,0.0,5.0
40178,78098,As If I Am Not There,tt1456477,en,7/26/2010,0.0,6.9
40181,222454,3 Hati Dua Dunia Satu Cinta,tt1692957,en,7/1/2010,0.0,0.0
40185,55430,Broken Blade: Book Two - The Split Path,tt1679583,en,6/26/2010,0.0,6.1
40188,55438,Broken Blade: Book Six - Enclave of Lamentations,tt1865375,en,3/25/2011,0.0,8.2
40190,40627,Cuisine et dépendances,tt0106632,en,4/6/1993,0.0,6.3
40196,316784,The Black Hole,tt1877707,en,5/26/2015,0.0,3.2
40197,98370,Wonder Women!: The Untold Story of American Superheroines,tt2070853,en,3/10/2012,0.0,6.0
40199,287623,Second Coming,tt2837296,en,9/2/2014,0.0,5.9
40201,184341,Hands of Stone,tt1781827,en,8/26/2016,0.0,6.0
40202,280416,Gun Hill,tt2069785,en,7/2/2014,0.0,6.4
40204,65755,Uncle P,tt0365880,en,6/26/2007,0.0,7.7
40208,352890,Morris from America,tt3652862,en,8/19/2016,0.0,6.0
40214,333367,Sky,tt4106306,en,9/16/2015,0.0,6.4
40215,273080,Fools on the Hill,tt1826692,en,3/8/2012,0.0,0.0
40218,174552,A Life for a Life,tt0212633,en,5/9/1916,0.0,5.0
40220,197446,Hattrick,tt0979891,en,3/16/2007,0.0,5.0
40221,344906,The Last Heist,tt4743562,en,6/17/2016,0.0,4.9
40223,366324,Burning Bodhi,tt3770426,en,8/25/2016,0.0,5.7
40227,394223,Sniper: Special Ops,tt5344794,en,4/3/2016,0.0,5.0
40228,402331,Hard Target 2,tt5241578,en,7/14/2016,0.0,5.6
40229,52954,Rabbit Seasoning,tt0045062,en,9/20/1952,0.0,7.1
40230,412678,Cartels,tt4949290,en,5/19/2016,0.0,5.0
40234,40790,Secret of the Incas,tt0047464,en,6/6/1954,0.0,5.1
40235,351242,The Intervention,tt4872078,en,8/26/2016,0.0,6.1
40236,291351,The Sea of Trees,tt3450900,en,4/27/2016,0.0,6.3
40243,94055,The Peace Killers,tt0067559,en,9/29/1971,0.0,5.6
40244,352492,XOXO,tt4855748,en,8/26/2016,0.0,6.0
40247,302818,"Poverty, Inc.",tt3581436,en,7/10/2014,0.0,6.5
40257,398633,Dan Soder: Not Special,tt5737882,en,5/21/2016,0.0,0.0
40259,66824,Boat Builders,tt0029930,en,2/25/1938,0.0,7.1
40260,173662,Stella,tt0043000,en,7/20/1950,0.0,0.0
40261,110669,Wabash Avenue,tt0043116,en,3/31/1950,2039000.0,7.0
40262,172259,Midnight Man,tt0110508,en,5/9/1995,0.0,7.0
40263,34219,Chevolution,tt1202160,en,4/1/2008,0.0,5.0
40264,50717,Davy Crockett and the River Pirates,tt0049125,en,7/18/1956,0.0,5.9
40267,380734,Forsaken,tt5127300,en,2/2/2016,0.0,4.1
40272,180095,Refuge,tt2292196,en,3/22/2013,0.0,5.3
40274,253277,Sequoia,tt2516304,en,3/9/2014,0.0,6.3
40276,97995,Seven Years Bad Luck,tt0127834,en,2/6/1921,0.0,5.6
40277,398137,The Architect,tt3180912,en,5/20/2016,0.0,4.8
40278,89984,The Cuckoos,tt0020799,en,5/4/1930,0.0,9.0
40279,44173,The Falcon Takes Over,tt0034716,en,5/29/1942,0.0,6.0
40281,116514,The Forest,tt1488602,en,4/14/2011,0.0,2.5
40284,171346,Torchy Blane in Panama,tt0030883,en,5/7/1938,0.0,6.0
40285,188001,Traveling Saleslady,tt0027133,en,3/28/1935,0.0,6.8
40286,44868,Moss Rose,tt0037089,en,5/30/1947,0.0,6.0
40295,318277,Larry Kramer In Love & Anger,tt4329244,en,6/29/2015,0.0,6.3
40298,111582,She Loves Me Not,tt0025774,en,8/31/1934,0.0,0.0
40299,108220,Star Spangled Rhythm,tt0035379,en,3/5/1942,0.0,6.3
40301,128669,Rhythm on the River,tt0032986,en,8/28/1940,0.0,0.0
40302,74130,Waikiki Wedding,tt0029742,en,3/23/1937,0.0,0.0
40303,113841,Welcome Stranger,tt0039975,en,6/13/1947,0.0,0.0
40304,285400,Out of This World,tt0037964,en,7/13/1945,0.0,5.0
40306,85840,Little Boy Lost,tt0046003,en,9/21/1953,0.0,5.0
40307,46014,Just for You,tt0044782,en,9/27/1952,0.0,0.0
40308,364690,Natural Selection,tt3667792,en,8/26/2016,0.0,5.7
40309,111031,Say One for Me,tt0053245,en,6/19/1959,0.0,0.0
40315,375573,Chasing Great,tt5722234,en,9/1/2016,0.0,9.3
40317,114499,The Vanishing Prairie,tt0047642,en,8/17/1954,0.0,8.0
40318,111326,"Joshua Tree, 1951: A Portrait of James Dean",tt1705113,en,5/23/2012,0.0,5.3
40319,114503,White Wilderness,tt0052389,en,8/12/1958,0.0,1.0
40320,102743,Gabi on the Roof in July,tt1520888,en,2/27/2010,0.0,4.8
40321,189888,The Baltimore Bullet,tt0080412,en,3/31/1980,0.0,6.0
40324,130062,The Three Must-Get-Theres,tt0013674,en,8/22/1922,0.0,6.5
40325,410965,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,tt5571712,en,8/26/2016,0.0,0.0
40327,103218,A Simple Story,tt0102987,en,9/12/1991,0.0,8.0
40334,113629,Wind from the East,tt0065173,en,8/19/1970,0.0,8.0
40342,26153,God Tussi Great Ho,tt0476550,en,8/15/2008,0.0,3.0
40343,147767,Khiladi 786,tt2166214,en,12/7/2012,126.0,4.5
40346,399814,Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,tt4986786,en,8/21/2015,0.0,7.8
40350,411802,Batman Unlimited: Mechs vs. Mutants,tt5896146,en,8/30/2016,0.0,5.2
40351,188489,Birdemic 2: The Resurrection,tt1674047,en,4/9/2013,0.0,3.2
40353,52046,Haunted Changi,tt1810636,en,9/2/2010,0.0,4.8
40364,340487,Certain Women,tt4468634,en,9/25/2016,1130466.0,6.3
40367,259246,Chasing the Devil,tt3549656,en,3/7/2014,0.0,3.4
40369,73690,Mouse in Manhattan,tt0037929,en,7/7/1945,0.0,6.5
40370,275771,Comedy Central Roast of Denis Leary,tt0383998,en,8/10/2003,0.0,7.0
40371,333127,Comedy Central Roast of Jeff Foxworthy,tt0437931,en,3/20/2005,0.0,6.0
40372,333126,Comedy Central Roast of Larry the Cable Guy,tt1380790,en,3/15/2009,0.0,6.5
40374,329690,Comedy Central Roast of Roseanne,tt2231500,en,8/12/2012,0.0,6.2
40375,334461,Comedy Central Roast of Joan Rivers,tt1413788,en,8/9/2009,0.0,7.2
40376,390782,I'll Sleep When I'm Dead,tt4679136,en,4/15/2016,0.0,6.4
40380,363841,Guernica,tt2556114,en,4/26/2016,0.0,5.3
40381,87788,The Legend of Nigger Charley,tt0068838,en,3/16/1972,0.0,8.5
40382,347033,Equity,tt3958780,en,7/29/2016,1605463.0,5.8
40384,350839,Cash Only,tt2883448,en,7/23/2015,0.0,5.6
40387,410537,The Amityville Terror,tt5312612,en,4/1/2016,0.0,4.4
40389,209103,The Jungle,tt2444092,en,6/30/2013,0.0,3.4
40390,388256,Mamaboy,tt4818168,en,5/23/2017,0.0,1.0
40392,329556,Landmine Goes Click,tt2186848,en,3/3/2015,0.0,5.7
40393,129418,Bigfoot: The Lost Coast Tapes,tt1740725,en,9/3/2012,0.0,4.2
40395,414173,jazzy@32 (a true story),tt5570934,en,4/17/2016,0.0,0.0
40396,413765,David Lynch: The Art Life,tt1691152,en,2/15/2017,0.0,7.2
40397,386501,Waffle Street,tt3881680,en,9/24/2015,0.0,6.1
40398,384021,Who's Driving Doug,tt3733606,en,2/26/2016,0.0,6.0
40401,388273,No Letting Go,tt3438208,en,3/18/2016,0.0,8.3
40405,48382,"The Book of Mormon Movie, Volume 1: The Journey",tt0349159,en,9/12/2003,1672730.0,5.0
40407,282996,Erebus: Operation Overdue,tt3667152,en,7/13/2014,0.0,7.0
40408,406231,Citizen Soldier,tt4911408,en,8/5/2016,0.0,6.3
40411,196446,Last Summer,tt2719868,en,5/16/2013,0.0,7.0
40414,401650,DC Super Hero Girls: Hero of the Year,tt5836262,en,8/9/2016,0.0,4.8
40415,360205,Invoked,tt3837162,en,8/17/2015,0.0,3.2
40419,408546,David Cross: Making America Great Again,tt5943936,en,8/6/2016,0.0,7.0
40420,18825,Espace détente,tt0409937,en,2/2/2005,0.0,4.1
40423,371449,Other People,tt4158876,en,9/9/2016,93000.0,6.7
40424,414632,The First Annual 'On Cinema' Oscar Special,tt3758094,en,2/24/2013,0.0,0.0
40426,325428,Out of My Hand,tt3922764,en,2/14/2015,0.0,7.3
40430,178382,Ode,tt0276370,en,6/9/1999,0.0,7.0
40431,137381,People of a Feather,tt1929346,en,4/20/2012,0.0,10.0
40432,406052,Mostly Ghostly 3: One Night in Doom House,tt5127214,en,9/6/2016,0.0,4.4
40436,164120,Tropicália,tt1497880,en,9/14/2012,0.0,6.5
40437,395479,City 40,tt2721744,en,4/28/2016,0.0,6.1
40443,250388,Rampage: Capital Punishment,tt3448226,en,7/19/2014,0.0,5.4
40444,395925,Rampage: President Down,tt4146622,en,8/26/2016,0.0,5.1
40448,10841,Breakthrough,tt0078320,en,3/1/1979,0.0,6.8
40452,77946,Shiloh 2: Shiloh Season,tt0175159,en,7/2/1999,0.0,6.2
40455,197725,John Henry,tt0219105,en,5/27/2000,0.0,7.1
40456,245003,Lorenzo,tt0412936,en,3/6/2004,0.0,6.8
40458,352812,Tick Tock Tale,tt1736313,en,6/10/2010,0.0,8.1
40460,338544,For the Love of Spock,tt4572820,en,9/9/2016,0.0,7.8
40465,352164,Summer of 8,tt4172146,en,4/26/2016,0.0,7.4
40467,345661,Salam Neighbor,tt3828488,en,6/20/2015,0.0,8.3
40468,262775,Lovely Man,tt2085865,en,9/30/2011,0.0,5.0
40469,113693,Adventures in the Sin Bin,tt1621432,en,6/8/2012,0.0,5.4
40470,406970,My Lonely Me,tt3865286,en,8/19/2015,0.0,0.0
40473,76475,Doc Martin and the Legend of the Cloutie,tt0363572,en,4/30/2003,0.0,4.6
40475,179272,El Paso,tt0041332,en,3/22/1949,0.0,5.5
40476,97584,"Joe Smith, American",tt0034920,en,2/1/1942,0.0,5.0
40477,47155,Nazi Agent,tt0035114,en,3/1/1942,0.0,6.0
40479,253336,Take Me to the River,tt3498950,en,3/11/2014,0.0,5.7
40480,62392,Tammy Tell Me True,tt0055503,en,7/26/1961,0.0,6.0
40481,79964,The Good Humor Man,tt0042514,en,6/1/1950,0.0,7.0
40482,41591,The Scarf,tt0043998,en,4/6/1951,0.0,5.5
40486,340945,USS Indianapolis: Men of Courage,tt2032572,en,9/22/2016,0.0,6.0
40494,212508,By Hook or by Crook,tt0290498,en,6/17/2001,0.0,5.0
40497,351211,Blair Witch,tt1540011,en,9/15/2016,45172994.0,4.9
40498,381018,Transpecos,tt4687464,en,9/9/2016,0.0,6.1
40499,325346,The Hollars,tt3714720,en,8/25/2016,1016985.0,6.4
40502,103215,Anton Corbijn Inside Out,tt2101314,en,3/22/2012,0.0,5.2
40503,391698,The Beatles: Eight Days a Week - The Touring Years,tt2531318,en,9/15/2016,0.0,7.6
40504,308529,Kickboxer: Vengeance,tt3082898,en,7/14/2016,0.0,4.5
40506,354859,The Promise,tt4776998,en,4/21/2017,0.0,7.3
40509,47413,After the Apocalypse,tt0404745,en,3/12/2004,0.0,0.0
40510,416124,The Second Annual 'On Cinema' Oscar Special,tt3576518,en,3/2/2014,0.0,0.0
40511,346134,Miss Stevens,tt2693580,en,3/12/2016,0.0,6.0
40515,151436,Wholly Communion,tt0059910,en,12/31/1965,0.0,7.0
40516,127369,The End of Time,tt2176504,en,8/3/2012,0.0,8.7
40517,381058,Silicon Cowboys,tt4938484,en,9/16/2016,0.0,6.3
40518,284564,31,tt3835080,en,9/15/2016,779820.0,4.9
40519,414749,Comedy Central Roast of Rob Lowe,tt6038506,en,9/5/2016,0.0,6.6
40520,410199,ARQ,tt5640450,en,9/9/2016,0.0,6.1
40521,333678,Fan Girl,tt4146132,en,12/31/2015,0.0,5.3
40524,410876,Tell Me How I Die,tt5937770,en,9/16/2016,0.0,5.3
40526,162512,Eveready Harton in Buried Treasure,tt0306606,en,4/29/1929,0.0,7.5
40529,56109,Swamp Devil,tt1105742,en,7/4/2008,0.0,3.6
40531,24007,More Things That Happened,tt1230552,en,8/14/2007,0.0,9.2
40533,162899,Ten Thousand Talents,tt1735904,en,12/31/1960,0.0,0.0
40534,40653,Herostratus,tt0061761,en,7/10/1967,0.0,5.9
40541,329718,Finding Altamira,tt3014910,en,4/1/2016,0.0,5.7
40542,231762,8,tt1592502,en,4/30/2010,0.0,7.0
40545,86462,The Candy Tangerine Man,tt0072759,en,5/1/1975,0.0,5.0
40546,355771,Return of the Atom,tt1010248,en,9/11/2015,0.0,0.0
40549,52457,Daisy-Head Mayzie,tt0111933,en,2/5/1995,0.0,0.0
40551,29020,Horton Hatches the Egg,tt0034870,en,4/11/1942,0.0,7.0
40559,28659,Cat Girl,tt0050235,en,9/1/1957,0.0,4.5
40560,383914,Tell Me,tt0080632,en,8/25/1980,0.0,0.0
40564,52247,The Herb of the Rat,tt1270631,en,6/26/2008,0.0,6.5
40566,347762,Most Likely to Die,tt4163224,en,8/30/2015,0.0,4.2
40567,324174,The Automatic Hate,tt3122842,en,3/15/2015,0.0,6.4
40568,381028,Tower,tt5116410,en,3/13/2016,0.0,8.1
40569,241928,Manshin: Ten Thousand Spirits,tt3520318,en,3/6/2014,0.0,0.0
40575,81477,Mad Doctor of Blood Island,tt0063255,en,9/18/1969,0.0,4.1
40577,40216,Tee for Two,tt0038152,en,7/21/1945,0.0,6.9
40581,340677,I.T.,tt2679552,en,9/9/2016,0.0,5.3
40583,403642,The Neighbor,tt3330764,en,8/19/2016,0.0,5.6
40584,17244,Behind the Planet of the Apes,tt0207332,en,9/5/1998,0.0,7.0
40587,61528,Born Equal,tt0810949,en,12/4/2006,0.0,6.3
40588,43719,Small Island,tt1315058,en,12/6/2009,0.0,2.0
40589,360389,Nina,tt0493076,en,4/22/2016,0.0,5.7
40591,63809,Three Days,tt0301935,en,12/9/2001,0.0,5.9
40592,404461,The Curse of Robert the Doll,tt5001436,en,9/12/2016,0.0,2.7
40593,122794,The Karamazov Brothers,tt1080716,en,4/24/2008,0.0,7.3
40601,14907,Alien Apocalypse,tt0404756,en,3/26/2005,0.0,3.6
40603,390353,Traceroute,tt4490762,en,4/28/2016,0.0,8.7
40605,58443,Blue Crush 2,tt1630626,en,6/7/2011,0.0,4.8
40607,223046,Really Rosie,tt0262727,en,2/19/1975,0.0,0.0
40608,332210,Storks,tt4624424,en,9/22/2016,182379278.0,6.7
40609,29570,Journey to the Seventh Planet,tt0056127,en,3/10/1962,0.0,4.4
40613,106070,Zarkorr! The Invader,tt0118214,en,4/30/1996,0.0,5.0
40614,47177,Devil's Playground,tt1453245,en,8/21/2010,0.0,5.2
40616,170967,The House of Suh,tt1653696,en,5/5/2010,0.0,4.0
40618,399621,Kalashnikov,tt3541028,en,2/10/2014,0.0,0.0
40619,339116,Maximum Ride,tt0825283,en,9/30/2016,0.0,4.5
40621,91045,Money Play$,tt0139470,en,8/21/1998,0.0,5.0
40633,38156,The Big I Am,tt1225302,en,4/7/2010,0.0,5.1
40637,376228,Audrie & Daisy,tt5278460,en,9/23/2016,0.0,7.2
40639,416867,Iliza Shlesinger: Confirmed Kills,tt6081882,en,9/23/2016,0.0,6.8
40643,1609,There's Only One Jimmy Grimble,tt0238660,en,8/25/2000,0.0,7.0
40644,200119,Going Attractions: The Definitive Story of the American Drive-in Movie,tt2461226,en,6/7/2013,0.0,8.0
40652,244331,Homeless in America,tt0431126,en,8/18/2004,0.0,1.0
40656,182548,Mary Pickford: The Muse of the Movies,tt1332023,en,8/29/2008,0.0,0.0
40657,60504,Bone Daddy,tt0139076,en,7/19/1998,0.0,3.0
40659,73823,Sidewalk Stories,tt0098325,en,9/15/1989,0.0,7.0
40660,52204,The Brain Eaters,tt0051432,en,9/1/1958,0.0,6.5
40661,42793,The Flesh Eaters,tt0058101,en,3/18/1964,0.0,6.3
40662,62722,The Green Glove,tt0044673,en,2/28/1952,0.0,6.7
40663,44805,Loose Shoes,tt0076582,en,8/1/1980,0.0,3.0
40664,403434,Level Up,tt4447108,en,8/26/2016,0.0,4.7
40665,375366,The Girl with All the Gifts,tt4547056,en,9/23/2016,0.0,6.4
40668,245627,Abattoir,tt1480285,en,12/8/2016,0.0,4.6
40671,124501,In the Dark Half,tt1764645,en,8/10/2012,0.0,6.0
40672,389396,Maigret Sets a Trap,tt5012394,en,3/28/2016,0.0,6.9
40685,180132,Raiders of the Sun,tt0105213,en,6/24/1992,0.0,3.0
40686,42782,Circus World,tt0057952,en,6/25/1964,0.0,5.6
40688,212967,Ashley,tt2084093,en,8/9/2013,0.0,4.6
40690,412518,In-Lawfully Yours,tt4286666,en,9/6/2016,0.0,5.9
40701,405627,Joan Baez: How Sweet the Sound,tt1521264,en,9/24/2009,0.0,8.0
40703,291680,Sioux City,tt0111199,en,4/1/1994,0.0,5.0
40704,339079,A Country Called Home,tt3953626,en,6/13/2015,0.0,5.7
40706,324307,Sneakerheadz,tt3240784,en,3/16/2015,0.0,6.0
40707,416086,Redistributors,tt3907206,en,7/2/2016,0.0,5.1
40709,142533,Dangerously Excited,tt2086953,en,2/1/2011,0.0,6.9
40714,391486,Crossing Point,tt3027716,en,5/3/2016,0.0,5.7
40715,345924,The Night Stalker,tt1821657,en,7/1/2016,0.0,6.2
40718,411009,Amanda Knox,tt5952332,en,9/10/2016,0.0,6.7
40719,295886,Brotherly Love,tt3262990,en,4/24/2015,0.0,6.9
40721,402529,All Eyez on Me,tt1666185,en,6/12/2017,0.0,6.3
40724,160821,I'm a Standard Supporter,tt2559122,en,6/25/2013,0.0,4.5
40730,414719,Interrogation,tt4497338,en,8/20/2016,0.0,4.7
40731,130885,Take Me to Town,tt0046397,en,6/19/1953,0.0,5.0
40732,285398,The Hour Before the Dawn,tt0036930,en,5/10/1944,0.0,7.0
40736,321497,The Debt,tt2698966,en,4/24/2015,0.0,4.3
40738,356189,My Name Is Emily,tt3319018,en,4/8/2016,0.0,6.7
40743,413834,Gringo: The Dangerous Life of John McAfee,tt6071534,en,9/24/2016,0.0,7.3
40745,385736,Kicks,tt4254584,en,9/9/2016,0.0,7.5
40746,376453,Operation Avalanche,tt3776826,en,7/29/2016,0.0,6.5
40747,418979,The Third Annual 'On Cinema' Oscar Special,tt4487148,en,2/22/2015,0.0,0.0
40749,85163,Destroyer,tt0095005,en,4/1/1988,0.0,5.0
40750,161969,Betty Boop's Big Boss,tt0023797,en,6/1/1933,0.0,6.7
40752,196789,Enchanted April,tt0026313,en,2/1/1935,0.0,6.5
40754,326250,Killswitch,tt4067162,en,3/1/2015,0.0,7.5
40757,388243,Bleed,tt2948566,en,3/25/2016,0.0,4.3
40762,377492,Dirty 30,tt5521550,en,9/23/2016,0.0,6.2
40765,280030,Farewell Baghdad,tt2890140,en,4/10/2014,0.0,10.0
40767,384036,Tectonic Plate,tt5437138,en,2/15/2016,0.0,0.0
40769,414642,The Magnitsky Act. - Behind the Scenes,tt6028446,en,7/28/2016,0.0,0.0
40774,185564,A Crush on You,tt1714202,en,6/11/2011,0.0,6.4
40783,381046,The Dwarvenaut,tt5170428,en,4/30/2016,0.0,6.0
40784,356335,Man vs. Snake,tt2933794,en,9/27/2015,0.0,7.0
40787,393939,Set the Thames on Fire,tt3527166,en,9/15/2016,0.0,7.0
40788,55504,Go Figure,tt0447987,en,6/10/2005,0.0,5.4
40790,317120,Cloudy With a Chance of Love,tt4364338,en,2/14/2015,0.0,3.3
40792,212762,Second Chances,tt2235348,en,7/27/2013,0.0,5.0
40793,355730,"Signed, Sealed, Delivered: Truth Be Told",tt5026308,en,9/13/2015,0.0,7.0
40795,338485,"Signed, Sealed, Delivered: From Paris With Love",tt4662412,en,6/6/2015,0.0,6.6
40796,392629,"Murder, She Baked: A Deadly Recipe",tt5673202,en,6/19/2016,0.0,7.1
40797,37609,The Cheetah Girls 2,tt0800318,en,7/31/2006,0.0,5.4
40799,325189,Teen Beach 2,tt3764966,en,6/26/2015,0.0,6.2
40800,400190,Secret Summer,tt4743250,en,4/2/2016,0.0,4.8
40801,379992,"Signed, Sealed, Delivered: From the Heart",tt5496244,en,2/21/2016,0.0,5.5
40802,32293,The Cheetah Girls,tt0338852,en,8/15/2003,0.0,4.9
40803,16236,Mansfield Park,tt0847182,en,3/18/2007,0.0,5.6
40804,178682,The Wizards Return: Alex vs. Alex,tt2448374,en,3/15/2013,0.0,6.4
40805,393659,Ms. Matched,tt5692030,en,6/4/2016,0.0,6.2
40806,407334,My Summer Prince,tt5828874,en,8/6/2016,0.0,4.5
40807,407171,"Signed, Sealed, Delivered: One in a Million",tt5917230,en,7/24/2016,0.0,5.0
40810,88920,Love Never Dies,tt2243393,en,2/8/2012,0.0,7.5
40811,379990,Anything for Love,tt5340362,en,2/14/2016,0.0,4.5
40812,377431,Appetite For Love,tt5458812,en,2/6/2016,0.0,6.3
40813,344123,Perfect Match,tt4526950,en,6/21/2015,0.0,5.4
40814,393656,Date with Love,tt5615976,en,5/21/2016,0.0,6.8
40815,396394,The Convenient Groom,tt5668196,en,6/18/2016,0.0,6.0
40816,27074,Oklahoma!,tt0216048,en,9/26/1999,0.0,4.6
40817,289225,Love Finds You In Sugarcreek,tt3212830,en,6/1/2014,0.0,7.0
40818,5764,Princess of Thieves,tt0272790,en,3/11/2001,0.0,5.9
40819,343369,Love Finds You in Charm,tt4122118,en,6/6/2015,0.0,5.8
40820,383256,Love Finds You in Valentine,tt4769430,en,2/14/2016,0.0,6.4
40821,324264,Danny Says,tt4485246,en,3/18/2015,0.0,6.7
40823,391934,Sense and Sensibility,tt0089991,en,2/1/1981,0.0,0.0
40824,64183,Parent Trap III,tt0098066,en,4/9/1989,0.0,3.8
40831,396289,Raising the Bar,tt5274066,en,5/2/2016,0.0,6.0
40832,414762,"Signed, Sealed, Delivered: Lost Without You",tt6047684,en,9/25/2016,0.0,8.0
40835,381063,The Alchemist Cookbook,tt5128826,en,3/13/2016,0.0,4.1
40838,68044,Paperback Hero,tt0180037,en,3/25/1999,1369280.0,6.5
40840,153133,Undercover Bridesmaid,tt2094787,en,4/15/2012,0.0,5.4
40841,63710,Honey 2,tt1657283,en,6/23/2011,0.0,6.0
40843,339967,Colossal,tt4680182,en,4/6/2017,3021345.0,6.2
40844,390296,Do Not Resist,tt5557976,en,4/30/2016,0.0,6.6
40851,41281,Moondance Alexander,tt0828065,en,4/22/2007,37895.0,6.0
40852,105768,Flicka: Country Pride,tt2039339,en,5/1/2012,0.0,6.3
40855,271033,Siringo,tt0111202,en,5/16/1995,0.0,5.0
40856,116494,Clearcut,tt0101592,en,9/10/1991,0.0,8.5
40860,24886,Minor Details,tt1230126,en,2/5/2009,0.0,2.7
40861,239033,Escape to Witch Mountain,tt0112985,en,4/29/1995,0.0,5.4
40864,34075,Beyond Witch Mountain,tt0249397,en,2/20/1982,0.0,6.0
40865,79737,Au Pair 3: Adventure in Paradise,tt1019437,en,3/15/2009,0.0,3.3
40866,407655,A Cinderella Story: If the Shoe Fits,tt5822648,en,8/2/2016,0.0,6.1
40879,359373,Interruption,tt4991590,en,9/8/2015,0.0,7.5
40880,86822,Voyage of Time: Life's Journey,tt1945228,en,4/13/2017,0.0,6.2
40888,40470,Flirty Birdy,tt0037709,en,9/22/1945,0.0,6.4
40890,145316,Air Mater,tt2100093,en,8/4/2011,0.0,5.8
40891,334517,The Siege of Jadotville,tt3922798,en,9/19/2016,0.0,7.3
40895,300672,Vincent N Roxxy,tt3704298,en,4/18/2016,0.0,5.6
40896,379779,The Present,tt3682556,en,4/22/2014,0.0,8.3
40898,292834,Brother Nature,tt4000956,en,9/9/2016,0.0,5.0
40904,355111,Barbie in Rock 'N Royals,tt4955162,en,8/13/2015,0.0,6.2
40909,116327,How to Make a Monster,tt0051746,en,7/1/1958,0.0,5.2
40910,84711,Jungle Captive,tt0037837,en,6/25/1945,0.0,6.5
40912,223680,Love Building,tt2792332,en,9/13/2013,0.0,6.0
